ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001934697-22-000001	YES	101	0001934697	Receptive Capital Syndicate III CNTRP LLC	29 Joyce Lane		Woodbury	NY	NEW YORK	11797	(646) 397-7425	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001013594-22-000600	YES	101	0001946743	1025 W SAINT GEORGES FUNDING L.P.	999 CENTRAL AVENUE	SUITE 302	WOODMERE	NY	NEW YORK	11598	5165379645	NEW YORK							Limited Partnership		withinFiveYears	2022
0001013594-22-000599	YES	101	0001946584	1058 Walton Funding L.P.	999 CENTRAL AVENUE	SUITE 302	WOODMERE	NY	NEW YORK	11598	516-537-9645	NEW YORK							Limited Partnership		withinFiveYears	2022
0001393725-22-000199	YES	101	0001456980	Highclere International Investors SMID Fund	8 WRIGHT STREET	SUITE 107	WESTPORT	CT	CONNECTICUT	06880	203-682-4591	DELAWARE							Business Trust		overFiveYears	
0001393725-22-000198	YES	101	0001366584	HIGHCLERE INTERNATIONAL INVESTORS SMALLER COMPANIES FUND	8 WRIGHT STREET	SUITE 107	WESTPORT	CT	CONNECTICUT	06880	203-682-4591	DELAWARE							Business Trust		overFiveYears	
0001393725-22-000197	YES	101	0001830780	Highclere International Investors Quality Value Fund	8 WRIGHT STREET	SUITE 107	WESTPORT	CT	CONNECTICUT	06880	203-682-4591	DELAWARE	Highclere International Investors Focus Fund			Highclere International Investors Special Situations Fund			Business Trust		withinFiveYears	2020
0001393725-22-000196	YES	101	0001914556	Highclere International Investors Quality Growth Fund	8 WRIGHT STREET	SUITE 107	WESTPORT	CT	CONNECTICUT	06880	203-682-4591	DELAWARE							Business Trust		withinFiveYears	2022
0001062993-22-019851	YES	101	0001947686	Good Dog Food Ltd	20 PRIMROSE STREET		LONDON	X0	UNITED KINGDOM	EC2A 2EW	447597654518	UNITED KINGDOM							Corporation		withinFiveYears	2021
0001947471-22-000001	YES	101	0001947471	Compliant Innovations, Inc	333 W EL CAMINO REAL	SUITE 370	SUNNYVALE	CA	CALIFORNIA	94087	408-610-2600	DELAWARE							Corporation		overFiveYears	
0001947144-22-000001	YES	101	0001947144	Rockmont IV A SPV, LLC	4313 ESTES ROAD		NASHVILLE	TN	TENNESSEE	37215	615-661-0970	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001947582-22-000001	YES	101	0001947582	Imaige, Inc.	6195 TAMILYNN STREET		SAN DIEGO	CA	CALIFORNIA	92122	6197261725	DELAWARE							Corporation		withinFiveYears	2021
0001946885-22-000001	YES	101	0001946885	Fulcrum Waypoint, LLC	240 SAINT PAUL STREET	SUITE 502	DENVER	CO	COLORADO	80206	720-328-5070	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001947646-22-000001	YES	101	0001947646	Woom, Inc.	4137 BROOKSIDE DRIVE		PITTSBURG	CA	CALIFORNIA	94565	(312) 213-8337	DELAWARE							Corporation		withinFiveYears	2018
0001947708-22-000002	YES	101	0001947708	END Fund I, a series of DVC, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001947706-22-000002	YES	101	0001947706	LO Fund I, a series of Hustle Fund Angel Squad, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001945072-22-000001	YES	101	0001945072	StonePine Global Equity Fund LLC	1981 MCGILL COLLEGE	SUITE 1600	MONTREAL	Z4	CANADA (FEDERAL LEVEL)	H3A2Y1	4387930358	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001405086-22-000275	YES	101	0001685435	AQR ALTERNATIVE TRENDS MASTER ACCOUNT, L.P.	C/O OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	345-949-9876	CAYMAN ISLANDS				AQR TREND INNOVATION MASTER ACCOUNT, L.P.			Limited Partnership		overFiveYears	
0001947709-22-000002	YES	101	0001947709	SP35 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001405086-22-000274	YES	101	0001684215	AQR GLOBAL RISK PREMIUM MASTER ACCOUNT II LTD	C/O OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY	CAMANA BAY, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	345-949-9876	CAYMAN ISLANDS							Corporation		overFiveYears	
0001405086-22-000273	YES	101	0001402853	AQR Global Risk Premium Offshore Fund Ltd	C/O OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	3459499876	CAYMAN ISLANDS							Corporation		overFiveYears	
0001947585-22-000002	YES	101	0001947585	Fund II, a series of Eckstein Capital, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001405086-22-000272	YES	101	0001655903	AQR Global Risk Premium Tactical Master Account Ltd.	C/O OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY	CAMANA BAY, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	3459499876	CAYMAN ISLANDS							Corporation		overFiveYears	
0001405086-22-000271	YES	101	0001796397	AQR Arbitrage MA Offshore Fund, L.P.	C/O OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	345-949-9876	CAYMAN ISLANDS				CNH Master Account, L.P.			Limited Partnership		overFiveYears	
0001946388-22-000001	YES	101	0001946388	ESJ Westech LLLP.	19950 W. COUNTRY CLUB DRIVE	SUITE 800	AVENTURA	FL	FLORIDA	33180	305-600-5001	FLORIDA							Other	LLLP	withinFiveYears	2022
0001946666-22-000002	YES	101	0001946666	BroadOak BioTools Venture Fund, LLC	4800 MONTGOMERY LANE, SUITE 230		BETHESDA	MD	MARYLAND	20814	301-358-2694	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001947586-22-000002	YES	101	0001947586	Fund I, a series of Punch Fund, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001840213-22-000002	YES	101	0001840213	Meyer Equity Starship II, LLC	477 MADISON AVENUE	FLOOR 6	NEW YORK	NY	NEW YORK	10022	646-543-5830	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001947370-22-000001	YES	101	0001947370	CSC Stonecreek Realty Capital, LLC	1280 S UTE AVENUE, SUITE 10		ASPEN	CO	COLORADO	81611	2077740317	MAINE							Limited Liability Company		withinFiveYears	2022
0001947671-22-000001	YES	101	0001947671	JVEP Centerview Office, LLC	451 South Main Street	Suite 200	Fort Worth	TX	TEXAS	76104	8175842909	TEXAS							Limited Liability Company		withinFiveYears	2022
0001947705-22-000002	YES	101	0001947705	S22, a series of Ethan Perlstein Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001919656-22-000006	YES	101	0001919656	Shikhara Group LLC	2332 BOATMAN DR		LITTLE ELM	TX	TEXAS	75068	5152319531	TEXAS							Limited Liability Company		withinFiveYears	2021
0000919574-22-005636	YES	101	0001947425	SKK Opportunity Zone Fund II, LP	53 STATE STREET	23RD FLOOR	BOSTON	MA	MASSACHUSETTS	02109	617-226-1700	DELAWARE							Limited Partnership		withinFiveYears	2022
0000919574-22-005634	YES	101	0001947153	SKK Cayo Largo Development, LP	53 STATE STREET	23RD FLOOR	BOSTON	MA	MASSACHUSETTS	02109	617-226-1700	DELAWARE							Limited Partnership		withinFiveYears	2022
0001947578-22-000002	YES	101	0001947578	Fund I, a series of Jabbawy SAAS Capital Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001947577-22-000002	YES	101	0001947577	Stonks Y Combinator Summer 2022 Access Fund, a Series of Stonks Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001947563-22-000001	YES	101	0001947563	Napali Gastonia Fund I, LLC	313 NORTH OAK STREET	SUITE 100	ROANOKE	TX	TEXAS	76262	(800) 485-3116	TEXAS							Limited Liability Company		withinFiveYears	2022
0001824882-22-000004	YES	101	0001824526	K2 RV Liquid Asia Fixed Income Fund Ltd.	Walkers Corporate Limited	190 Elgin Avenue	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9001	345-814-7600	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2020
0001507943-22-000050	YES	101	0001821339	Neuberger Berman (PF) Strategic Multi-Sector Fixed Income Fund LLC	1290 AVENUE OF THE AMERICAS		NEW YORK	NY	NEW YORK	10104	212-476-5900	DELAWARE				Neuberger Berman (PF) Strategic Income Fund LLC			Limited Liability Company		withinFiveYears	2020
0001716819-22-000001	YES	101	0001716819	Blu Fund Trading Partners, LP	C/O TRIDENT TRUST COMPANY (BVI) LIMITED	WICKHAMS CAY, PO BOX 146	ROAD TOWN, TORTOLA	D8	VIRGIN ISLANDS, BRITISH	0000	(507) 294-5131	DELAWARE							Limited Partnership		overFiveYears	
0001567619-22-017713	YES	101	0001938630	PeopleHedge Corp.	68 GREEN STREET		CHARLESTOWN	MA	MASSACHUSETTS	02129	(312) 593-7142	DELAWARE							Corporation		overFiveYears	
0001799335-22-000001	YES	101	0001799335	Ark National Holdings LLC	500 VICTORY ROAD	FLOOR 3	QUINCY	MA	MASSACHUSETTS	02171	617-282-1400	DELAWARE							Limited Liability Company		withinFiveYears	2019
0001939518-22-000002	YES	101	0001939518	Transcend Capital Reinsurance Fund I, L.P.	175 PARK AVENUE		MADISON	NJ	NEW JERSEY	07940	862-246-1208	DELAWARE							Limited Partnership		withinFiveYears	2022
0001947159-22-000001	YES	101	0001947159	EmpowerMe Holdings, LLC	1335 STRASSNER DRIVE		SAINT LOUIS	MO	MISSOURI	63144	(844) 518-9663	MISSOURI	Harbor Point EmpowerMe Rehab, LLC						Limited Liability Company		withinFiveYears	2020
0001947584-22-000002	YES	101	0001947584	PA Fund I, a series of 2048 Opportunity Fund II, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001946666-22-000001	YES	101	0001946666	BroadOak BioTools Venture Fund, LLC	4800 MONTGOMERY LANE, SUITE 230		BETHESDA	MD	MARYLAND	20814	301-358-2694	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001824882-22-000003	YES	101	0001885231	Northern Trace CAV Onshore, LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	DELAWARE							Limited Partnership		withinFiveYears	2021
0001923623-22-000002	YES	101	0001923623	Victory Litigation Fund LP	47 NORTH JEFFERSON ST.		ALLENTOWN	PA	PENNSYLVANIA	18102	407-516-0196	DELAWARE							Limited Partnership		withinFiveYears	2022
0001947566-22-000001	YES	101	0001947566	Tongo Financial, Inc.	61 GREENPOINT AVE	6TH FLOOR	BROOKLYN	NY	NEW YORK	11222	(929) 456-5396	DELAWARE							Corporation		withinFiveYears	2020
0001885195-22-000001	YES	101	0001885195	Northern Trace CAV Offshore, LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2021
0001824882-22-000002	YES	101	0001824528	Revolution Diversified CAV Onshore LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	DELAWARE							Limited Partnership		withinFiveYears	2020
0001947463-22-000001	YES	101	0001947463	ODNB Financial Corp	8607 WESTWOOD CENTER DR.	SUITE 440	TYSONS CORNER	VA	VIRGINIA	22182-7506	571-299-6942	VIRGINIA							Corporation		withinFiveYears	2022
0001787388-22-000002	YES	101	0001787390	Iron Triangle CAV Offshore, LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2019
0001947641-22-000001	YES	101	0001947641	NWRP NASH, LLC	1211 PUERTA DEL SOL	SUITE 240	SAN CLEMENTE	CA	CALIFORNIA	92673	714-393-7238	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001824882-22-000001	YES	101	0001824882	Revolution Diversified CAV Offshore LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2020
0001567619-22-017709	YES	101	0001831183	Avance Investment Partners, L.P.	650 FIFTH AVENUE	SUITE 2320	NEW YORK	NY	NEW YORK	10019	646-568-7390	DELAWARE							Limited Partnership		withinFiveYears	2020
0001567619-22-017709	NO	102	0001900358	Avance Executive Feeder Fund, L.P.	650 FIFTH AVENUE	SUITE 2320	NEW YORK	NY	NEW YORK	10019	646-568-7390	DELAWARE							Limited Partnership		withinFiveYears	2021
0001787388-22-000001	YES	101	0001787388	Iron Triangle CAV Onshore, LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	DELAWARE							Limited Partnership		withinFiveYears	2019
0001940813-22-000001	YES	101	0001940813	PES Prescott Investors LP	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Partnership		withinFiveYears	2022
0001567619-22-017707	YES	101	0001636518	Maven Machines, Inc.	4117 LIBERTY AVENUE		PITTSBURGH	PA	PENNSYLVANIA	15224	(412) 499-3877	DELAWARE							Corporation		overFiveYears	
0001947616-22-000001	YES	101	0001947616	Bull 696 Investors, LLC	C/O THE BULFINCH COMPANIES, INC.	116 HUNTINGTON AVENUE, SUITE 600	BOSTON	MA	MASSACHUSETTS	02116	781 707-4000	MASSACHUSETTS							Limited Liability Company		withinFiveYears	2022
0000898432-22-000583	YES	101	0001879963	Kodama Systems, Inc.	1171 Sanguinetti Road #1016		Sonora	CA	CALIFORNIA	95370	(610) 574-2990	DELAWARE							Corporation		withinFiveYears	2021
0001947513-22-000002	YES	101	0001947513	ME54 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001894604-22-000017	YES	101	0001894604	Griffin Capital Qualified Opportunity Zone Fund III, L.P.	GRIFFIN CAPITAL PLAZA	1520 EAST GRAND AVENUE	EL SEGUNDO	CA	CALIFORNIA	90245	(310) 469-6100	DELAWARE							Limited Partnership		withinFiveYears	2021
0000902664-22-004335	YES	101	0001530611	Prusik Asian Equity Income Fund	33 SIR JOHN ROGERSON'S QUAY		DUBLIN	L2	IRELAND	2	353-1-4367-200	IRELAND							Other	Open-Ended investment company	overFiveYears	
0001946130-22-000001	YES	101	0001946130	Light & Craft, Inc.	3260 HILLVIEW AVE		PALO ALTO	CA	CALIFORNIA	94304	617-406-0378	DELAWARE							Corporation		withinFiveYears	2019
0001567619-22-017703	YES	101	0001890428	Sun TopCo, LP	11111 Santa Monica Blvd., Ste. 2000		Los Angeles	CA	CALIFORNIA	90025	(310) 354-0404	DELAWARE							Limited Partnership		withinFiveYears	2021
0001941373-22-000001	YES	101	0001941373	Lombard International Life Assurance Co Separate Account VL 404	ONE LIBERTY PLACE	1650 MARKET ST., 54TH FLOOR	PHILADELPHIA	PA	PENNSYLVANIA	19103	(484) 530-4800	PENNSYLVANIA							Other	insurance company separate account	withinFiveYears	2022
0001567619-22-017702	YES	101	0001890428	Sun TopCo, LP	11111 Santa Monica Blvd., Ste. 2000		Los Angeles	CA	CALIFORNIA	90025	(310) 354-0404	DELAWARE							Limited Partnership		withinFiveYears	2021
0001947384-22-000002	YES	101	0001947384	ARCT Gaingels Fund I, a series of AngelList-GP-Funds-I, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001928760-22-000005	YES	101	0001928760	Griffin Capital Development Partners Fund II, L.P.	GRIFFIN CAPITAL PLAZA	266 KANSAS STREET	EL SEGUNDO	CA	CALIFORNIA	90245	(310) 469-6100	DELAWARE							Limited Partnership		withinFiveYears	2022
0001200876-22-000031	YES	101	0001764729	Clearsense, LLC	13901 SUTTON PARK DR. SOUTH		JACKSONVILLE	FL	FLORIDA	32224	9043645629	DELAWARE							Limited Liability Company		overFiveYears	
0001567619-22-017701	YES	101	0001890428	Sun TopCo, LP	11111 Santa Monica Blvd., Ste. 2000		Los Angeles	CA	CALIFORNIA	90025	(310) 354-0404	DELAWARE							Limited Partnership		withinFiveYears	2021
0001944284-22-000001	YES	101	0001944284	Jekyll Island a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001231919-22-000060	YES	101	0001943425	Sunstone Therapies, Inc.	9905 Medical Center Drive, Suite 350		ROCKVILLE	MD	MARYLAND	20850	301-750-3401	DELAWARE							Corporation		withinFiveYears	2022
0001946532-22-000001	YES	101	0001946532	168 S Lincoln LLC	822 W PRENTICE AVE		LITTLETON	CO	COLORADO	80120	719-330-9702	COLORADO							Limited Liability Company		withinFiveYears	2022
0001946696-22-000001	YES	101	0001946696	Kalawa Acquisition LLC	7979 E TUFTS AVE, #1125		DENVER	CO	COLORADO	80237	720-881-2835	WYOMING							Limited Liability Company		withinFiveYears	2022
0001939518-22-000001	YES	101	0001939518	Transcend Capital Reinsurance Fund I, L.P.	175 PARK AVENUE		MADISON	NJ	NEW JERSEY	07940	973-370-3203	DELAWARE							Limited Partnership		withinFiveYears	2022
0000902664-22-004333	YES	101	0001684977	Rubrum Fund	C/O RUBRUM FUND	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44-207-440-2330	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0001927973-22-000004	YES	101	0001927973	McKinley Commerce Owner, LLC	19782 MACARTHUR BLVD SUITE 100		IRVINE	CA	CALIFORNIA	92612	9494425962	CALIFORNIA							Limited Liability Company		withinFiveYears	2022
0001945344-22-000004	YES	101	0001945344	Livday, Inc.	2011 VALLEJO ST., APT 6		SAN FRANCISCO	CA	CALIFORNIA	94123	650-464-7078	DELAWARE							Corporation		overFiveYears	
0001947613-22-000001	YES	101	0001947613	SGT Capital Co-Invest I (US) LP	22 CROSS STREET		SINGAPORE	U0	SINGAPORE	04841	6584259295	DELAWARE							Limited Partnership		withinFiveYears	2021
0001780188-22-000003	YES	101	0001780188	Group Variable Annuity Series I Separate Account	1299 ZURICH WAY		SCHAUMBURG	IL	ILLINOIS	60196	8773015376	ILLINOIS							Other	Insurance Company Separate Account	withinFiveYears	2019
0001780188-22-000003	NO	102	0000351754	Zurich American Life Insurance Co	1299 Zurich Way		SCHAUMBURG	IL	ILLINOIS	60196	8773015376	ILLINOIS				KEMPER INVESTORS LIFE INSURANCE CO			Corporation		overFiveYears	
0001104659-22-102057	YES	101	0001841602	Qunnect, Inc.	141 FLUSHING AVENUE, SUITE 1110		BROOKLYN	NY	NEW YORK	11205	(646) 342-3369	DELAWARE	Qunnect, LLC						Corporation		withinFiveYears	2017
0001945344-22-000002	YES	101	0001945344	Livday, Inc.	2011 VALLEJO ST., APT 6		SAN FRANCISCO	CA	CALIFORNIA	94123	650-464-7078	DELAWARE							Corporation		overFiveYears	
0001946438-22-000002	YES	101	0001946438	Assembly Ventures - ONE II, LP	874 WALKER ROAD	SUITE C	DOVER	DE	DELAWARE	19904	(248) 390-7395	DELAWARE				Assembly Ventures - ONE, II, LP			Limited Partnership		withinFiveYears	2022
0001841321-22-000002	YES	101	0001841321	First Street Station RC, LLC	4660 NE 77TH AVE. SUITE 200		VANCOUVER	WA	WASHINGTON	98662	360-952-3811	WASHINGTON							Limited Liability Company		withinFiveYears	2020
0001945772-22-000001	YES	101	0001945772	Warner & Blanc Inc.	304 S. JONES BLVD., #3728		LAS VEGAS	NV	NEVADA	89107	(720) 939-1133	CALIFORNIA							Corporation		withinFiveYears	2018
0001945344-22-000005	YES	101	0001945344	Livday, Inc.	2011 VALLEJO ST., APT 6		SAN FRANCISCO	CA	CALIFORNIA	94123	650-464-7078	DELAWARE							Corporation		overFiveYears	
0001947600-22-000001	YES	101	0001947600	EIF Unagi SPV, LLC	20 RICHELLE COURT		LAFAYETTE	CA	CALIFORNIA	94549	310-614-8340	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001946792-22-000002	YES	101	0001946792	SGT Capital Fund II (US) LP	22 CROSS STREET		SINGAPORE	U0	SINGAPORE	0481	65 8425 9295	DELAWARE							Limited Partnership		withinFiveYears	2021
0001947225-22-000001	YES	101	0001947225	AWM Clean Energy Fund, LLC	49 Putnam Blvd	Ste 1101	Glastonbury	CT	CONNECTICUT	06033	(860) 841-1183	CONNECTICUT							Limited Liability Company		withinFiveYears	2022
0001169770-22-000045	YES	101	0001169770	BANC OF CALIFORNIA, INC.	3 MACARTHUR PLACE		SANTA ANA	CA	CALIFORNIA	92707	855-361-2262	MARYLAND				FIRST PACTRUST BANCORP INC			Corporation		overFiveYears	
0001945344-22-000003	YES	101	0001945344	Livday, Inc.	2011 VALLEJO ST., APT 6		SAN FRANCISCO	CA	CALIFORNIA	94123	650-464-7078	DELAWARE							Corporation		overFiveYears	
0001947379-22-000001	YES	101	0001947379	Coverage Cat Inc.	2721 44TH DR #2101		LONG ISLAND CITY	NY	NEW YORK	11101	775-629-2461	DELAWARE							Corporation		withinFiveYears	2022
0001871732-22-000002	YES	101	0001871732	Capital Preservation 200 LLC	4660 NE 77TH AVE. SUITE 200		VANCOUVER	WA	WASHINGTON	98662	3609523811	WASHINGTON							Limited Liability Company		withinFiveYears	2021
0001737200-22-000001	YES	101	0001737200	goumi inc.	3800 SW CEDAR HILLS BLVD.	SUITE 195	BEAVERTON	OR	OREGON	97005	888-946-4828	OREGON	GUAVA KIDS LLC	GOUMIKIDS LLC					Corporation		overFiveYears	
0001943757-22-000002	YES	101	0001943757	Domatic, Inc.	943 BRYANT STREET		PALO ALTO	CA	CALIFORNIA	94301	650 245 4652	DELAWARE							Corporation		withinFiveYears	2019
0001910109-22-000002	YES	101	0001910109	RIVERSIDE TOWNHOMES OZ, LLC	4660 NE 77TH AVE.	SUITE 200	VANCOUVER	WA	WASHINGTON	98662	3609523811	WASHINGTON							Limited Liability Company		withinFiveYears	2021
0001611467-22-000002	YES	101	0001611467	Seattle Funding Group, Ltd.	11245 SE 6TH STREET	SUITE 210	BELLEVUE	WA	WASHINGTON	98004	425-455-1733	WASHINGTON	Kingsgate Properties IX Loan			Seattle Funding Group, Inc.			Corporation		overFiveYears	
