ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0001315863-22-000611	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001315863-21-000775	2011-07-01		true	true				true			true	Class R, Class F, Class FS, Class I, Class L/S-F, Class L/S-R, Class L/S-I, Class ST-F, Class ST-I, Class ST-R, Class O-A and Class O-F	false		500000		Indefinite	313278946	Indefinite	Numbers reported in Items 13 and 14 reflect Total Amount Sold as of 9/1/2022.	false		36	66326		0			0	true	Issuer's confidential offering materials fully discuss management fees or performance allocations due to the investment manager.	false
0001943939-22-000001	Other			Decline to Disclose		06b	false			true	true	true									false		0		4000000	0	4000000		false		0	0		0			8000	true	The Manager of the Issuer and/or Manager of the Manager has advanced certain expenses on behalf of the Issuer and plans to use a portion of the gross proceeds of the offering for reimbursement of out-of-pocket costs.	false
0001944875-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2022-08-24		false					true					false		0		1000000	1000000	0		false		1	0		0			0		The General Partner (or an affiliate thereof) is entitled to a management fee payable by the Issuer.	false
0001945424-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2022-08-22		false					true					false		50000		67101000	67101000	0		false		248	235200		0			0			false
0001930712-22-000001	Residential			Decline to Disclose		06c	false			true	false	true									false		7075000		7075000	0	7075000		false		0	0		0			0			false
0001945649-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-02		false					true					false		1000		100750	100750	0		false		27	0		0			5460		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001942389-22-000003	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2021-08-09		false					true					false		250000		20000000	18642858	1357142		false		41	0		0			0			false
0001938892-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true		false
0001651924-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001651924-21-000001	2015-08-24		true	true	true			true					false		0		94000000	81005000	12995000		false		94	0		0			0		Mr. Weir, a Related Person, is affiliated with the Investment Manager.  As described in the Issuer's offering materials, the Investment Manager is entitled to receive a Management Fee and reimbursement of certain expenses shared with the Issuer.	false
0001931179-22-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001931179-22-000002		true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001945321-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	04, 06b, 3C, 3C.1, 3C.7	false		2022-09-01		true	true				true					false		0		Indefinite	1000000	Indefinite		false		16	0		0			0			false
0001936641-22-000001	Other Technology			Decline to Disclose		06b	false		2022-09-03		false	true		true							false		0		150000	100000	50000		false		1	0		0			0			false
0001916608-22-000017	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b	false			true	false					true					false		10000000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001827723-22-000001	Insurance			Decline to Disclose		06b	false		2022-08-22		false	true									false		0		20000000	20000000	0		false		2	0		0			0		Amounts raised will be used for general operations, which may include payments of officer compensation in the ordinary course of business.	false
0001945642-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-02		false					true					false		1000		54000	54000	0		false		24	0		0			4760		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001062993-22-019216	Commercial			Not Applicable		06c	false		2022-07-06		false	true									false		25000		7900000	5100000	2800000		false		1	0		0			118500			false
0001945641-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-02		false					true					false		1500		51250	51250	0		false		4	0		0			0			false
0001938548-22-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		25000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001945473-22-000002	Other			Decline to Disclose		06b	false		2022-08-19		false	true									false		0		2004770	2004770	0		false		2	0		0			0			false
0001711730-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001711730-21-000001	2017-09-01		true	true				true					false		5000000		Indefinite	724396080	Indefinite		false		46	0		0			0			false
0001411913-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001411913-21-000001	2005-04-04		true	true				true					false		0		Indefinite	1920882888	Indefinite		false		98	0		0			0	true		false
0001934798-22-000002	Other Technology			Decline to Disclose		06b	false		2022-08-22		false	true									false		0		2000000	224995	1775005		false		3	0		0			0		Other than the payment of salaries and other compensation and benefits, no officer, director, partner, manager or promoter will receive any payments from the proceeds of this offering.	false
0001411914-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001411914-21-000001	2005-07-01		true	true				true					false		0		Indefinite	3587672724	Indefinite		false		375	0		0			0	true		false
0001945567-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0000919574-22-005403	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000919574-22-001745	2019-10-07		true	true				true					false		0		Indefinite	13710000	Indefinite		false		8	0	true	0	true		0	true	The Investment Manager and its affiliates receive customary management fees.	false
0001935301-22-000001	Other Technology			Decline to Disclose		06b	false		2022-09-01		false								true	"Simple Agreement for Future Equity (""SAFE"") and the securities into which the SAFE will be converted."	false		0		500000	500000	0		false		1	0		0			0			false
0001931828-22-000005	Other Real Estate			Decline to Disclose		06b, 3C, 3C.5	true	0001931828-22-000004	2022-06-27		false	true				true					false		25000		103237080	9700022	93537058	Regarding Item 11, the Issuer may accept smaller investments in the Issuer's sole discretion.	false		31	10065616	true	0	true	Sales Commissions include estimates of the maximum amount of Selling Commissions, Dealer Fees and Expense Reimbursements that may be paid.	2518685	true	Item 16 is an estimate of acquisition fees, reimbursements for certain acquisition and financing costs, and offering and organizational expenses that may accrue to one or more Related Persons.	false
0001934784-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Not Applicable		06b, 3C, 3C.7	false		2022-09-01		false					true					false		0		15534468	15534468	0		false		2	0		0			0			false
0001944445-22-000001	Commercial			Decline to Disclose		06b	false		2022-08-24		false	true									false		10000		5741345	1300000	4441345		false		8	0		0			0	true		false
0001945616-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-02		false					true					false		1000		40000	40000	0		false		14	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0000919574-22-005401	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000919574-22-001712	2018-06-01		true	true				true					false		0		Indefinite	451810000	Indefinite		false		62	0	true	0	true		0	true	The Investment Manager and its affiliates receive customary management fees.	false
0001940042-22-000006	Business Services			$1 - $1,000,000		04, 06b, 04.1, 04.2, 4a5, 04.3, 3C, 3C.1, 3C.9, 3C.2, 3C.10, 3C.3, 3C.11, 3C.4, 3C.12, 3C.5, 3C.13, 3C.6, 3C.14, 3C.7	true	0001940042-22-000005	2022-08-19		true	true	true			true					false		0		500	480	20	26 Shares issued to James Edward Maynor 20 Shares issued to Krystal Lashae Holliday 50 Shares issued to Geneava Gerald 4 shares remaining	true	3	3	0		0			500		$500.00 was used for payment to Geneava Gerald for services.	false
0000919574-22-005399	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2022-09-01		true	true				true					false		0		Indefinite	14500000	Indefinite		false		2	0	true	0	true		0	true	The Investment Manager receives customary management fees.	false
0001945255-22-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		2000		50000	0	50000		false		0	0		0			0			false
0001882215-22-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.5	false			true	true	true				true					false		25000		300000000	0	300000000		false		0	0	true	0	true		0	true		false
0001880167-22-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.7	true	0001880167-21-000001		true	true					true			true	Limited Partnership Interests	false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	Tower 18 Capital LLC and certain persons listed in Item 3 may receive a management fee based on the value of the issuer's assets and/or a performance-based fee based on the issuer's profits.	false
0001924518-22-000008	Other Real Estate			Decline to Disclose		06b	true	0001924518-22-000007	2022-04-28		false	true				true					false		25000		46321308	46321308	0	Regarding Item 11, the Issuer may accept smaller investments in the Issuer's sole discretion.	false		115	4284720	true	0	true	Sales Commissions include estimates of the maximum amount of Selling Commissions, Dealer Fees and Expense Reimbursements that may be paid.	2618463	true	Item 16 is an estimate of acquisition fees, reimbursements for certain acquisition and financing costs, and offering and organizational expenses that may accrue to one or more Related Persons.	false
0001567619-22-017043	Biotechnology			Decline to Disclose		06b	false		2022-08-24		false	true		true	true				true	Series Seed I Preferred Stock and Series Seed II Preferred Stock	false		0		4000000	2600000	1400000		false		7	0		0			0			false
0001785482-22-000001	Other Technology			Decline to Disclose		06b	true	0001785482-21-000001	2021-10-15		false	true									false		0		199185923	199185923	0		false		13	0		0			0			false
0001944293-22-000001	Commercial			$5,000,001 - $25,000,000		06c	false		2022-08-12		false					true					false		100000		7100000	6257770	842230		false		47	0		0			300000		Acquisition Fee	false
0001943916-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2022-08-11		true					true					false		0		Indefinite	288561849	Indefinite	FUND IS DENOMINATED IN EUROS (EUR). TOTAL AMOUNT SOLD IS 284,532,935 EUR. ALL OFFERING AND SALES AMOUNTS IN ITEMS 13 AND 14 INCLUDE US SALES ONLY AND ARE BASED ON THE APPLICABLE CONVERSION RATES.	false		5	0		0			0	true	The General Partner and its affiliates may receive a fee based on each limited partner's capital commitment and aggregate contributions.	false
0001650150-22-000018	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001315863-20-000657	2017-04-01		true					true					false		50000		Indefinite	16455784	Indefinite		false		56	0	true	0	true		120000	true		false
0001650150-22-000017	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001315863-20-000641	2017-04-01		true					true					false		50000		Indefinite	16455784	Indefinite		false		56	0	true	0	true		120000	true		false
0001945223-22-000001	Other Health Care			Decline to Disclose		06b	false		2022-08-29		false	true									false		0		770000	170000	600000		false		2	0		0			0		Officers to be remunerated in the ordinary course of business.	false
0001591027-22-000001	Other			Decline to Disclose		06b	false		2022-08-31		false		true	true							false		0		5000000	400000	4600000		false		4	0		0			0			false
0001650150-22-000016	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001315863-19-000618	2017-04-01		true					true					false		50000		Indefinite	15305784	Indefinite		false		52	0	true	0	true		120000	true		false
0000892303-22-000020	Other			Decline to Disclose		06b	false			true	false	true									false		200000		2000000	0	2000000		false		0	0		0			0			false
0001945578-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-02		false					true					false		1000		40000	40000	0		false		19	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001945580-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-02		false					true					false		1000		135125	135125	0		false		14	0		0			8000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
